q_AgBehenateLaB6_0059_C	r_AgBehenateLaB6_0059_C	s_AgBehenateLaB6_0059_C	w_AgBehenateLaB6_0059_C
3.4147584	619.38373	1.134068	0.0096282912
3.4172759	604.20764	0.83985305	0.0096271969
3.4197931	597.34375	0.52235776	0.0096263541
3.4223106	592.87903	0.74178654	0.0096254088
3.4248278	592.05927	0.5822295	0.0096244318
3.4273453	588.4082	0.73143768	0.0096234865
3.4298625	587.93762	0.76185197	0.0096225096
3.4323797	587.14099	0.73853785	0.0096215643
3.4348972	589.33966	0.69579357	0.0096207215
3.4374144	590.32776	0.75676996	0.0096196262
3.4399319	587.92383	0.74907184	0.0096186651
3.4424491	589.98462	0.66066992	0.0096178222
3.4449666	587.99371	0.75977397	0.0096167438
3.4474838	586.72906	0.81349683	0.0096157975
3.4500012	588.02209	0.75958949	0.0096148215
3.4525185	585.10187	0.6959604	0.0096139787
3.4550357	588.16791	0.64556843	0.0096128993
3.4575531	587.69159	0.59699607	0.0096120564
3.4600704	588.18457	0.95589769	0.0096110953
3.4625878	588.83936	0.80236101	0.0096100308
3.4651051	589.71082	0.79424453	0.0096090548
3.4676225	588.61884	0.88879144	0.0096080936
3.4701397	585.7525	0.7554974	0.0096072657
3.4726572	591.19177	0.72550154	0.0096062897
3.4751744	592.9151	0.68551338	0.0096053286
3.4776919	594.34985	1.0465401	0.0096043674
3.4802091	593.40833	0.90053493	0.0096033914
3.4827263	597.90149	0.85315728	0.0096024452
3.4852438	593.67737	0.8875494	0.0096013658
3.487761	594.45258	1.0227184	0.0096004046
3.4902785	590.24719	0.78340632	0.0095994435
3.4927957	589.34863	0.60594618	0.0095984824
3.4953132	590.1225	0.70125335	0.0095973881
3.4978304	590.63281	0.75762665	0.0095965452
3.5003479	593.2771	0.85093331	0.0095954658
3.5028651	589.44446	0.90309191	0.0095945196
3.5053823	590.17688	0.55494893	0.0095936768
3.5078998	590.2442	0.85794526	0.0095925983
3.510417	589.38684	0.75334871	0.0095917555
3.5129344	589.9455	0.6924755	0.0095906761
3.5154517	591.92419	1.0426878	0.0095897149
3.5179691	590.62079	0.75785869	0.009588738
3.5204864	593.05426	0.99418753	0.0095877768
3.5230038	587.97876	0.82015979	0.0095866974
3.525521	591.81989	0.85479665	0.0095858546
3.5280385	591.00006	0.63615572	0.0095847761
3.5305557	593.75739	0.69518209	0.0095838299
3.5330729	594.03796	0.91895932	0.0095828539
3.5355904	594.66888	0.56231147	0.0095817745
3.5381076	598.31268	0.6838848	0.0095809316
3.5406251	597.75922	0.71783137	0.0095799705
3.5431423	596.49854	0.74166256	0.0095788911
3.5456598	598.5697	0.8041113	0.00957793
3.548177	598.06024	0.73742956	0.0095769539
3.5506945	601.02667	1.2624406	0.0095760077
3.5532117	606.31049	0.77268457	0.0095749134
3.5557289	606.95679	0.64321399	0.0095739672
3.5582464	608.57361	0.79081959	0.0095730061
3.5607636	605.71289	0.70037526	0.00957203
3.5632811	604.67902	0.56801921	0.0095710689
3.5657983	604.40558	0.93514377	0.0095701078
3.5683157	603.97455	0.71228057	0.0095690433
3.570833	600.17493	0.5878492	0.0095680673
3.5733504	598.61322	0.68441236	0.0095670028
3.5758677	599.87067	0.82968318	0.0095660267
3.5783849	599.36658	1.4900805	0.0095650656
3.5809023	599.44244	1.5891926	0.0095641045
3.5834196	599.59882	0.86006945	0.0095631434
3.585937	594.69495	0.83327711	0.0095621822
3.5884542	592.60724	0.71768928	0.0095612211
3.5909717	591.51416	0.70863503	0.0095600234
3.5934889	592.53442	0.76086915	0.0095590623
3.5960064	594.52368	0.79305041	0.0095580863
3.5985236	596.53839	0.67554909	0.009557141
3.6010411	595.15808	0.79337716	0.0095560458
3.6035583	597.8783	0.90081608	0.0095551005
3.6060755	594.36401	0.89957464	0.0095541235
3.608593	594.93463	0.4837127	0.0095531624
3.6111102	591.00183	0.6625874	0.0095522013
3.6136277	596.3078	0.81269729	0.0095511228
3.6161449	594.5177	0.83498651	0.0095500434
3.6186624	592.51776	0.52767873	0.0095490823
3.6211796	588.02008	0.78174788	0.0095481211
3.623697	588.07623	0.7518692	0.00954716
3.6262143	586.42157	0.81874579	0.0095460657
3.6287315	590.47583	0.99167967	0.0095451195
3.631249	590.77301	0.50883365	0.0095440252
3.6337662	593.78687	0.67022508	0.009543079
3.6362836	592.90845	0.74060035	0.0095421029
3.6388009	595.00885	0.72463351	0.0095411567
3.6413183	593.11023	0.63446379	0.0095400624
3.6438355	588.72089	0.68209183	0.009538983
3.646353	587.07404	0.72568673	0.0095380219
3.6488702	584.2583	0.52090788	0.0095370607
3.6513875	582.26868	0.7135427	0.0095359813
3.6539049	584.46606	0.69624758	0.0095350202
3.6564221	582.98651	0.64307851	0.0095340591
3.6589396	583.1012	0.65128767	0.0095329797
3.6614568	581.38306	0.80342573	0.0095320186
3.6639743	582.65332	0.70574147	0.0095310425
3.6664915	586.75903	0.67838562	0.0095299631
3.669009	584.28131	0.69885057	0.009529002
3.6715262	586.75775	0.82551229	0.0095279384
3.6740437	590.0083	0.73976851	0.0095269615
3.6765609	591.2514	0.72547042	0.0095258821
3.6790781	591.52747	0.76466084	0.009524921
3.6815956	588.65405	0.73525584	0.0095238416
3.6841128	589.39105	0.7359097	0.0095227472
3.6866302	590.11249	0.8979705	0.0095217861
3.6891475	590.03235	0.87687504	0.009520825
3.6916649	589.82556	0.68623286	0.0095197456
3.6941822	593.30377	0.64785761	0.0095187845
3.6966996	595.70258	0.8783707	0.0095177051
3.6992168	605.96246	1.0361794	0.0095167439
3.7017341	623.75671	1.8509651	0.0095156655
3.7042515	662.47388	4.0849633	0.0095145861
3.7067688	767.26697	11.812099	0.0095136249
3.7092862	1138.2668	45.638611	0.0095125297
3.7118034	2095.1079	105.48914	0.0095115844
3.7143209	4311.3472	1001.0901	0.009510505
3.7168381	3424.364	225.89493	0.009509529
3.7193556	3377.2959	180.1306	0.0095084496
3.7218728	2610.2515	178.58038	0.0095075034
3.72439	2137.5254	157.39162	0.0095065273
3.7269075	1337.3447	76.098457	0.0095053446
3.7294247	836.9397	14.591068	0.0095043685
3.7319422	677.8952	4.2002797	0.0095033925
3.7344594	628.46466	1.7084253	0.009502328
3.7369769	607.67401	1.0653666	0.0095012486
3.7394941	598.05164	0.86148995	0.0095002726
3.7420115	592.40796	0.73717374	0.0094992081
3.7445288	585.29846	0.88296795	0.0094981287
3.7470462	583.21686	0.72232193	0.0094971675
3.7495635	581.39825	0.85162753	0.0094960732
3.7520807	578.23975	0.70779228	0.0094951121
3.7545981	572.64783	0.81190008	0.0094940327
3.7571154	571.35724	0.82525462	0.0094929533
3.7596328	572.57123	0.71873313	0.0094919922
3.76215	570.50153	0.80535853	0.0094908979
3.7646675	570.16797	0.75500327	0.0094899368
3.7671847	571.1109	0.83050823	0.0094887549
3.7697022	571.2002	0.75342005	0.0094877938
3.7722194	570.79498	1.1749617	0.0094866985
3.7747366	572.2052	0.67614245	0.0094857374
3.7772541	573.03815	0.68929404	0.0094847763
3.7797713	574.37903	0.74783862	0.0094835637
3.7822888	574.96674	0.7377367	0.0094826184
3.784806	576.4502	1.29721	0.009481539
3.7873235	578.65009	3.1906991	0.0094805621
3.7898407	575.56201	1.484084	0.0094794836
3.7923582	572.43872	0.90713614	0.0094784042
3.7948754	571.65515	0.59469378	0.0094773248
3.7973926	570.13751	0.83051276	0.0094763637
3.7999101	569.03601	0.81443387	0.0094752843
3.8024273	569.34595	0.85222512	0.0094743231
3.8049448	568.46661	0.86363995	0.0094732437
3.807462	570.2995	0.82889378	0.0094720311
3.8099794	569.48285	0.85133874	0.00947107
3.8124967	568.57123	0.79150105	0.0094699906
3.8150141	569.37354	0.83497745	0.0094690295
3.8175313	568.42932	0.73353398	0.0094679501
3.8200488	571.08636	0.83419913	0.0094668707
3.822566	570.76135	0.92203486	0.0094657913
3.8250833	574.69867	2.1732135	0.0094647119
3.8276007	590.88837	8.8530617	0.0094637359
3.8301179	585.24036	4.9289298	0.0094626565
3.8326354	575.77979	1.3971798	0.0094615771
3.8351526	574.74103	0.88621604	0.0094604976
3.8376701	572.46729	0.81901252	0.0094595365
3.8401873	571.81903	0.89362097	0.0094584571
3.8427048	571.39972	0.67318535	0.0094572594
3.845222	572.19525	0.85226649	0.0094562834
3.8477392	573.51672	0.85660225	0.0094553381
3.8502567	569.33008	0.72022837	0.0094541246
3.8527739	568.92261	0.67955977	0.0094531635
3.8552914	569.31061	0.69180113	0.0094520841
3.8578086	566.68536	0.8792153	0.0094510056
3.8603261	568.35443	0.74418318	0.0094499262
3.8628433	568.49652	0.74584275	0.0094488468
3.8653607	569.14795	0.86990201	0.0094477674
3.867878	565.08716	0.7063219	0.0094466731
3.8703952	568.89496	0.82378447	0.009445712
3.8729126	569.76019	0.72481006	0.0094446326
3.8754299	566.14343	0.85294074	0.0094435532
3.8779473	570.67511	0.5788998	0.0094424738
3.8804646	567.87006	0.73221833	0.0094413944
3.882982	570.71246	0.77244681	0.009440315
3.8854992	572.16876	0.58714831	0.0094393538
3.8880167	569.85974	0.79590082	0.0094382595
3.8905339	571.24963	0.76065439	0.009437195
3.8930514	572.14093	0.6047135	0.0094361007
3.8955686	572.70734	0.66446024	0.009434903
3.8980858	571.09869	0.74825901	0.0094339419
3.9006033	570.02557	0.74482661	0.0094328476
3.9031205	565.58569	0.73505908	0.0094317831
3.905638	565.72064	0.7574333	0.0094306888
3.9081552	565.86957	0.70005387	0.0094296094
3.9106727	564.479	0.75659657	0.00942853
3.9131899	562.59442	0.79145455	0.0094274506
3.9157073	566.0014	0.75872886	0.0094263712
3.9182246	564.62006	0.95241946	0.0094253952
3.9207418	561.98682	0.82929242	0.0094241975
3.9232593	561.91949	0.7958284	0.0094231339
3.9257765	563.16132	0.80654001	0.0094220387
3.9282939	559.52045	0.67876929	0.0094210776
3.9308112	561.02661	0.83949012	0.009419865
3.9333286	563.22797	1.010789	0.0094188014
3.9358459	560.33875	0.61297202	0.0094177062
3.9383633	559.80585	0.78829849	0.0094166268
3.9408805	562.34564	0.69129431	0.0094155483
3.9433978	561.6272	0.80739355	0.0094144531
3.9459152	559.37152	0.68641204	0.0094133895
3.9484324	560.49048	0.79224515	0.0094122943
3.9509499	562.70636	0.55737877	0.0094112307
3.9534671	559.59222	0.88509285	0.0094101513
3.9559846	560.78711	0.85456717	0.009409057
3.9585018	558.46637	0.57216203	0.0094079617
3.9610193	561.43298	0.63399434	0.0094068833
3.9635365	563.01636	0.29856381	0.0094058188
3.966054	562.60504	0.43903103	0.0094047245
3.9685712	565.71686	0.59691703	0.0094036451
3.9710884	568.31311	0.6556893	0.0094024474
3.9736059	570.2561	0.59581745	0.0094014863
3.9761231	573.49054	0.59859967	0.0094004069
3.9786406	575.56885	0.62463903	0.0093993274
3.9811578	576.09009	0.76395297	0.0093981298
3.9836752	575.51965	0.50426441	0.0093970355
3.9861925	573.26996	0.58325553	0.009395971
3.9887099	575.14807	0.61767161	0.0093948767
3.9912271	571.81573	0.72298652	0.0093937973
3.9937444	569.71631	0.65736085	0.009392703
3.9962618	568.841	0.79306281	0.0093917418
3.9987791	566.40027	0.55000222	0.0093905441
4.0012965	565.07599	0.74040121	0.0093894647
4.0038137	564.45007	0.78565615	0.0093882522
4.006331	563.25763	0.82156235	0.0093871877
4.0088487	561.04358	0.75686836	0.0093862116
4.0113659	561.24542	0.64995563	0.0093850298
4.0138831	559.01355	0.76769316	0.0093838163
4.0164003	559.44452	0.82128525	0.0093828402
4.0189176	559.48798	0.89383084	0.0093816584
4.0214353	562.05157	0.79685855	0.0093804449
4.0239525	561.95044	0.78243452	0.0093794689
4.0264697	565.01489	0.83552033	0.009378287
4.0289869	563.45477	0.79894638	0.0093770735
4.0315046	565.2663	0.77085406	0.0093761282
4.0340219	564.41571	0.85467309	0.0093751512
4.0365391	564.19257	0.90674704	0.0093739694
4.0390563	563.28998	0.88409519	0.0093729934
4.0415735	561.96106	0.78366292	0.0093718106
4.0440912	560.0697	0.85896027	0.0093708346
4.0466084	557.75372	0.7844615	0.0093696518
4.0491257	553.97638	0.80494696	0.0093684392
4.0516429	557.70154	0.61841756	0.0093674632
4.0541606	553.06323	0.71442127	0.0093662506
4.0566778	552.83954	0.76170951	0.0093650678
4.059195	552.28845	0.69305068	0.0093641216
4.0617123	551.42773	0.89128774	0.0093628792
4.06423	551.33118	0.89326417	0.0093616964
4.0667472	551.20135	0.75797993	0.0093607204
4.0692644	551.09692	0.83169889	0.0093595376
4.0717816	551.60046	0.70046473	0.0093583558
4.0742989	552.33099	0.98263961	0.0093573788
4.0768166	551.72009	0.57427603	0.0093561662
4.0793338	553.39911	0.76890135	0.0093549844
4.081851	552.97736	0.88739139	0.0093537709
4.0843682	552.24243	0.88225079	0.0093527948
4.0868859	551.87372	0.83371979	0.009351613
4.0894032	549.04742	0.84067535	0.009350636
4.0919204	548.00305	0.82430935	0.0093494542
4.0944376	550.15308	0.89748472	0.0093482416
4.0969548	549.09271	0.89426059	0.0093470281
4.0994725	547.01129	0.78589427	0.0093460828
4.1019897	551.50671	0.75575507	0.0093448693
4.104507	552.01581	0.77815837	0.0093436874
4.1070242	549.31281	0.74276567	0.0093427114
4.1095419	549.5025	0.76347542	0.0093414979
4.1120591	549.80737	0.87869006	0.0093403161
4.1145763	548.2475	0.93363804	0.00933934
4.1170936	548.8924	0.78069395	0.0093383938
4.1196108	546.9787	0.75348103	0.0093369447
4.1221285	545.25757	0.81169891	0.0093359984
4.1246457	544.88892	0.84124821	0.0093350224
4.1271629	547.22552	0.97367227	0.0093335733
4.1296802	545.55304	0.67534947	0.0093325973
4.1321979	543.73596	0.72523493	0.0093314145
4.1347151	546.61102	0.75001234	0.0093304384
4.1372323	542.85895	0.72683501	0.0093292557
4.1397495	547.62299	0.81605905	0.0093280431
4.1422668	546.77063	0.85013837	0.0093270969
4.1447845	543.29572	0.84172803	0.0093258843
4.1473017	544.39484	0.70336139	0.0093246717
4.1498189	545.29773	0.81468761	0.0093234889
4.1523361	545.52502	0.67484772	0.0093225129
4.1548538	547.28589	0.75273937	0.009321331
4.157371	545.67432	0.82471174	0.0093201175
4.1598883	547.38934	0.72835559	0.0093189357
4.1624055	543.30585	0.66737473	0.0093177231
4.1649227	545.33191	0.97287059	0.0093167461
4.1674404	544.74426	0.99132174	0.0093155336
4.1699576	544.28662	0.88575351	0.0093145873
4.1724749	544.66339	0.96287221	0.0093133748
4.1749921	543.41168	0.83159614	0.0093121622
4.1775098	543.11169	0.82721126	0.0093109803
4.180027	541.44086	0.78577006	0.0093097668
4.1825442	540.7879	0.73917902	0.0093088215
4.1850615	542.2254	0.75010633	0.0093076387
4.1875787	543.1698	0.66639698	0.0093064262
4.1900964	542.47168	0.79297352	0.0093054501
4.1926136	542.03491	0.75566494	0.009304001
4.1951308	543.00397	0.82736063	0.0093030548
4.197648	541.97107	0.65669382	0.009301872
4.2001657	542.50732	0.74446476	0.0093006296
4.202683	544.51544	0.77253997	0.0092996834
4.2052002	543.32196	0.63470519	0.009298264
4.2077174	545.89075	0.76396298	0.0092975246
4.2102351	543.61987	0.78526789	0.0092960754
4.2127523	541.94495	0.74990004	0.0092948629
4.2152696	544.88818	0.82029045	0.0092939166
4.2177868	545.46832	0.690988	0.0092927041
4.220304	545.11005	0.75449115	0.0092915213
4.2228217	541.48138	0.85839039	0.0092903087
4.2253389	542.86572	0.6629473	0.0092893634
4.2278562	543.84045	0.76294631	0.0092881499
4.2303734	541.65198	0.77394366	0.0092869373
4.2328911	543.23499	0.80072814	0.0092857555
4.2354083	543.01801	0.9260329	0.0092845419
4.2379255	542.64886	0.82672298	0.0092835659
4.2404428	541.07648	0.77857363	0.0092821475
4.24296	544.93378	0.82856345	0.0092811706
4.2454777	543.9325	0.81388652	0.0092799887
4.2479949	540.51678	0.78138262	0.0092787761
4.2505121	542.49487	0.97426337	0.0092775626
4.2530293	545.22888	0.75796312	0.0092766173
4.255547	544.9519	0.82413989	0.0092754047
4.2580643	546.00055	0.87044162	0.009274222
4.2605815	543.82739	0.84135932	0.0092732459
4.2630987	545.76031	0.75471538	0.0092717968
4.2656159	544.28345	0.82941329	0.0092705833
4.2681336	542.29358	0.75538194	0.0092694014
4.2706509	546.18842	1.0753192	0.0092684552
4.2731681	546.32861	1.0159482	0.0092672426
4.2756853	554.84216	1.4889311	0.00926603
4.278203	567.95679	3.2564905	0.0092648175
4.2807202	606.34082	8.6535254	0.0092636049
4.2832375	760.51562	46.8825	0.0092624221
4.2857547	1649.2727	508.95068	0.0092614759
4.2882719	1254.7267	73.157936	0.0092602633
4.2907896	1257.844	48.798367	0.0092590814
4.2933068	1291.7059	83.492477	0.0092578679
4.2958241	1313.1721	139.82124	0.0092568919
4.2983413	1010.5526	49.740723	0.0092554428
4.300859	869.67773	49.257851	0.0092544965
4.3033762	663.58173	10.563611	0.009253284
4.3058934	584.63129	2.4785738	0.0092521021
4.3084106	558.3808	1.0646247	0.0092508886
4.3109279	549.29321	1.1146796	0.009249676
4.3134456	539.84656	0.74882138	0.0092484942
4.3159628	538.02466	0.75292969	0.0092472807
4.31848	540.22955	0.80697626	0.0092460681
4.3209972	537.60059	0.8058266	0.0092451228
4.3235149	538.85834	0.88471007	0.0092437034
4.3260322	540.64038	0.81057626	0.0092424909
4.3285494	538.78583	0.71706897	0.0092414841
4.3310666	540.98444	0.8803305	0.0092403013
4.3335843	537.73816	0.70986891	0.0092390887
4.3361015	535.39893	0.86512524	0.0092379069
4.3386188	538.09338	0.7433449	0.0092366943
4.341136	539.17993	0.80359495	0.0092357481
4.3436532	538.59283	0.64001846	0.0092345355
4.3461709	540.41016	0.76675481	0.0092333229
4.3486881	541.1994	0.58409661	0.0092319036
4.3512053	539.25378	0.7799024	0.009230691
4.3537226	540.16193	0.65629292	0.0092297448
4.3562403	538.57666	0.8083989	0.0092285322
4.3587575	537.96875	0.74821508	0.0092273196
4.3612747	536.60614	0.84764487	0.0092261368
4.3637919	536.96887	0.782408	0.0092249243
4.3663092	536.99579	0.70182204	0.0092237424
4.3688269	538.20142	0.82582718	0.0092225289
4.3713441	537.14075	0.76213807	0.0092213163
4.3738613	534.46759	0.64966661	0.009220371
4.3763785	539.74164	0.81151146	0.0092191575
4.3788962	537.09399	1.1996121	0.0092179449
4.3814135	540.17902	3.4793994	0.0092165265
4.3839307	537.45825	0.96445453	0.0092155496
4.3864479	536.33765	0.75617164	0.0092141004
4.3889651	534.24939	0.73186153	0.0092131551
4.3914828	534.59924	0.77870327	0.0092119416
4.3940001	533.8606	0.78374624	0.009210729
4.3965173	537.13904	0.83824688	0.0092095472
4.3990345	533.71539	0.63137662	0.0092083337
4.4015522	534.28638	0.94549489	0.0092071518
4.4040694	536.35797	0.77737647	0.0092059392
4.4065866	533.77704	0.68935448	0.0092047267
4.4091039	536.16205	0.75302756	0.0092035439
4.4116211	533.68152	0.79099482	0.0092023313
4.4141388	534.26959	0.71944112	0.0092011187
4.416656	534.0047	0.93155104	0.0091999359
4.4191732	535.2265	0.82027149	0.0091987234
4.4216905	532.69965	0.71450269	0.0091977771
4.4242082	532.25	0.67891878	0.0091962973
4.4267254	533.0946	0.75668257	0.0091951154
4.4292426	534.41656	0.90822411	0.0091939028
4.4317598	534.02661	0.80757999	0.0091927201
4.4342771	533.71198	0.76991111	0.0091915382
4.4367948	534.36578	0.71352434	0.0091902949
4.439312	534.64026	0.82925618	0.0091891121
4.4418292	533.67029	0.74450392	0.0091878995
4.4443464	531.98663	0.71867996	0.0091867177
4.4468641	530.7287	0.74243182	0.0091855042
4.4493814	531.48535	0.87700409	0.0091842916
4.4518986	531.01105	0.67023957	0.0091831097
4.4544158	530.04749	0.84478194	0.0091818962
4.456933	531.86658	0.83071321	0.0091806836
4.4594507	530.32898	0.76924765	0.0091792345
4.4619679	528.33704	0.74769109	0.0091782883
4.4644852	529.66742	0.73596603	0.0091768699
4.4670024	530.59381	0.91387212	0.0091758939
4.4695201	528.052	0.63907361	0.0091746803
4.4720373	528.40106	0.80154276	0.0091732312
4.4745545	528.55914	0.88538736	0.0091720186
4.4770718	527.37488	0.77810872	0.0091710733
4.4795895	528.74432	0.77345699	0.0091698598
4.4821067	528.83008	0.77595407	0.0091684414
4.4846239	529.94128	0.839589	0.0091672288
4.4871411	530.72986	1.0202318	0.009166046
4.4896584	525.0025	0.75316817	0.00916507
4.4921761	528.71222	0.85199684	0.0091636507
4.4946933	528.8042	0.65547925	0.0091626439
4.4972105	526.91925	0.89010507	0.0091612255
4.4997277	527.62341	0.85642797	0.0091600129
4.5022454	529.01758	0.84186703	0.0091588302
4.5047626	529.57269	0.79146928	0.0091576176
4.5072799	526.75446	0.86688757	0.0091564357
4.5097971	528.99945	0.76124305	0.0091549559
4.5123143	527.76868	0.74442309	0.0091540096
4.514832	528.63788	0.70944637	0.0091527971
4.5173492	527.68182	0.81425112	0.0091516143
4.5198665	530.98962	0.87182552	0.0091504017
4.5223837	531.99805	0.68645293	0.0091492198
4.5249014	535.25879	0.84858906	0.00914774
4.5274186	535.56476	0.70774573	0.0091465879
4.5299358	538.86523	0.80367547	0.0091453446
4.5324531	547.62067	0.84396493	0.0091441628
4.5349703	562.92877	1.0211382	0.0091429492
4.537488	588.7876	1.4610304	0.0091417674
4.5400052	653.31445	3.2535963	0.0091403183
4.5425224	841.95929	11.789847	0.0091393413
4.5450397	1372.3665	42.094925	0.0091381595
4.5475574	2551.7415	142.74394	0.0091369469
4.5500746	3590.5039	421.55167	0.0091357343
4.5525918	3373.574	214.76709	0.009134315
4.555109	2897.0125	144.23143	0.0091331024
4.5576262	3006.5808	267.93369	0.0091318898
4.5601439	2674.719	300.16403	0.0091306763
4.5626612	1435.5551	98.368835	0.0091294944
4.5651784	828.42633	19.51536	0.0091282818
4.5676956	639.56934	5.40201	0.0091270991
4.5702133	578.16595	2.1756611	0.0091258865
4.5727305	553.62079	1.0699834	0.0091246739
4.5752478	541.69702	0.73935157	0.0091232248
4.577765	531.41077	0.94371337	0.009122042
4.5802822	530.54803	0.71958351	0.0091208601
4.5827999	529.013	0.76332808	0.0091196168
4.5853171	524.98206	0.69610852	0.009118434
4.5878344	525.0271	0.76662177	0.0091169849
4.5903516	523.59894	0.8672052	0.0091158031
4.5928693	521.70837	0.75716037	0.0091145895
4.5953865	523.92969	0.72736645	0.009113377
4.5979037	521.16748	0.84106648	0.0091121951
4.600421	522.46771	0.82610703	0.0091109816
4.6029382	521.45007	0.76904398	0.009109769
4.6054559	519.49103	0.68922758	0.0091083506
4.6079731	519.0462	0.33453515	0.0091073737
4.6104903	520.29004	0.84760809	0.0091059245
4.6130075	518.4729	0.82099301	0.0091047119
4.6155252	515.10028	0.89604974	0.0091035301
4.6180425	519.45367	1.7539375	0.0091023473
4.6205597	518.19165	1.8400295	0.0091011347
4.6230769	517.14709	2.4916942	0.0090996856
4.6255946	519.42468	2.7981498	0.009098473
4.6281118	517.46082	3.5260079	0.0090970229
4.6306291	515.46893	4.2421923	0.0090960776
4.6331463	552.28284	1.2519118	0.0090948651
4.6356635	540.50385	0.98279464	0.0090934457
4.6381812	537.00891	0.8783347	0.0090922331
4.6406984	534.04938	0.32795548	0.0090910206
4.6432157	534.58203	0.59081185	0.0090898378
4.6457329	532.66864	0.46322659	0.0090883886
4.6482506	536.10028	2.5603044	0.0090871761
4.6507678	532.17798	0.77439564	0.0090859635
4.653285	534.59363	0.91398883	0.0090847807
4.6558022	531.22833	0.75718141	0.0090835989
4.6583195	531.68066	1.6005229	0.0090823853
4.6608372	530.30414	0.93253338	0.0090809362
4.6633544	527.99298	0.94656003	0.0090797236
4.6658716	532.65076	0.99850112	0.009078511
4.6683888	529.51593	0.96906412	0.0090770917
4.6709065	530.01239	0.89275396	0.0090761157
4.6734238	533.28027	0.84043312	0.0090746665
4.675941	533.78467	0.90708834	0.0090734847
4.6784582	528.96423	0.8056317	0.0090720346
4.6809754	531.36658	0.76190662	0.0090708528
4.6834931	531.63733	0.85583013	0.0090696402
4.6860104	531.88947	0.81015778	0.0090684267
4.6885276	530.9093	0.80836004	0.0090672141
4.6910448	532.56775	0.81387341	0.0090657957
4.6935625	533.54834	1.0329919	0.0090646129
4.6960797	530.86841	0.87705803	0.0090633696
4.698597	532.23694	0.81414258	0.0090619512
4.7011142	533.49469	0.75812465	0.0090607386
4.7036314	534.5592	0.74093086	0.009059526
4.7061491	533.02954	0.93794787	0.0090583432
4.7086663	533.56348	0.7790823	0.0090568941
4.7111835	534.60126	0.8958478	0.0090557113
4.7137008	531.46472	0.92906374	0.0090544987
4.7162185	534.24786	0.97683191	0.0090530496
4.7187357	533.13171	0.87830287	0.0090518678
4.7212529	534.27039	0.87289548	0.0090506542
4.7237701	533.23187	0.75727743	0.0090494417
4.7262874	532.99408	0.81016374	0.0090479925
4.7288051	531.7486	0.8459363	0.0090468097
4.7313223	534.35583	0.95195371	0.0090456279
4.7338395	529.9588	0.84119397	0.0090444153
4.7363567	533.08649	0.81405318	0.0090432027
4.7388744	531.70685	0.75952834	0.0090417527
4.7413917	533.46606	0.91091293	0.0090405401
4.7439089	534.07031	0.82915288	0.0090391217
4.7464261	531.99268	0.76113868	0.0090381447
4.7489438	530.98462	0.78119922	0.0090366956
4.751461	535.3645	0.78224605	0.0090355137
4.7539783	531.42267	0.77321988	0.0090340339
4.7564955	535.88757	0.82839286	0.009032852
4.7590127	535.09198	0.77712762	0.0090316692
4.7615304	535.56592	0.75219041	0.0090304567
4.7640476	532.42755	0.798329	0.0090290075
4.7665648	535.14313	0.76170677	0.0090275584
4.7690821	535.12573	0.81215394	0.0090263756
4.7715998	536.59308	0.75760317	0.009025163
4.774117	540.8476	1.0173472	0.0090239802
4.7766342	543.73566	1.0474507	0.0090225013
4.7791514	551.31262	1.7805386	0.0090213185
4.7816687	566.9718	3.2943177	0.0090201059
4.7841864	613.87756	9.9027367	0.0090189232
4.7867036	725.11554	28.022158	0.009017474
4.7892208	1304.1841	191.46777	0.0090162614
4.791738	2953.3057	769.68445	0.0090148421
4.7942557	2330.1736	136.56239	0.0090136295
4.796773	2825.5085	251.59583	0.0090124477
4.7992902	2741.603	188.62646	0.0090112044
4.8018074	2302.446	171.19305	0.009009785
4.8043246	1767.172	159.55843	0.0090085724
4.8068423	1239.6101	119.32903	0.0090073906
4.8093596	882.79999	65.258286	0.0090059415
4.8118768	651.08514	9.9415483	0.0090044914
4.814394	578.68292	2.6377499	0.0090032788
4.8169117	555.43921	1.5475936	0.009002097
4.8194289	540.53851	0.84294063	0.0090006478
4.8219461	536.89447	0.90996349	0.0089994343
4.8244634	535.88275	0.92503709	0.0089982217
4.8269806	532.27362	0.92175639	0.0089970399
4.8294983	531.72174	0.92855948	0.0089955907
4.8320155	531.59863	0.84381837	0.0089943772
4.8345327	531.03168	0.88940614	0.0089931954
4.83705	531.5177	0.80914444	0.0089917462
4.8395677	530.2818	0.84548968	0.0089903269
4.8420849	531.15686	0.89190364	0.0089891143
4.8446021	529.19464	0.83543277	0.0089879017
4.8471193	532.85852	0.90703207	0.0089864824
4.8496366	528.85974	0.89304143	0.0089852698
4.8521543	530.25287	0.98747873	0.0089838207
4.8546715	528.03784	0.92457736	0.0089826081
4.8571887	530.26599	0.88912922	0.0089811888
4.8597059	530.0965	0.8452878	0.0089799762
4.8622236	531.80585	0.92734182	0.0089787943
4.8647408	529.62048	0.73975265	0.0089775817
4.8672581	529.85065	0.80424422	0.0089761317
4.8697753	531.04077	0.81428903	0.0089749498
4.8722925	531.77759	0.77059257	0.0089737372
4.8748102	530.58478	0.79114789	0.0089722574
4.8773274	532.37738	0.89243841	0.008970838
4.8798447	529.8678	0.92280996	0.0089696255
4.8823619	527.94916	0.86851293	0.0089682071
4.8848796	529.6228	0.8649261	0.008967231
4.8873968	527.40259	0.83040959	0.008965781
